Annotation,log2FoldChange,pvalue
LINC00115,-0.3877630100146612,0.0441465816276958
LINC01772,-0.4886902139837744,0.0240035506370098
SNORA73B,1.1139820639540132,0.0085224474810546
AL049795.1,-0.5505647865424936,0.0320183488961526
FOXD2-AS1,-0.7258905520968073,0.0178590196840536
C2CD4D-AS1,0.6085017135210781,0.01046380160067
AL353708.1,-0.629843526505489,0.0405598788360419
KIAA1614-AS1,-0.5488399217763903,0.0394060520624747
SMG7-AS1,-0.4486468309613224,0.0373365856590409
AC104463.2,-0.4790925571444217,0.0486920512842129
ERLNC1,-1.1534972580633591,0.0035667255461705
IBA57-DT,-0.5218772753093696,0.0057604026552838
AC044784.1,1.874871644217936,0.0080383142213398
AL355870.1,-1.1443464608383007,0.0240777434309437
AL359532.1,-0.4588843215945783,0.0343294106482534
AL353801.3,-0.4343644699417559,0.0090011920992403
AL139241.1,-0.9556806213737724,0.0043092865274533
OLMALINC,-0.8178138464360186,0.015050766159541
KCNIP2-AS1,-0.8677729227320262,0.0146868594262703
CFAP58-DT,0.7182290998850088,0.0327938002699911
LINC02620,3.142397551480644,0.0001293519805533
AL162274.2,-0.4384761000540039,0.0190044561830456
AL162274.1,-0.4942877226613993,0.0135507038278561
AP006623.1,-0.4893807585320935,0.0437327686907913
RPL26P30,-0.7358184868296289,0.0181830632316138
AC009656.1,0.6612912876417811,0.0295302662478904
AP002358.1,2.5417022684008463,5.110648972128674e-06
AP000640.1,-0.5139004473745695,0.0294836582803786
AP000438.1,-1.1226926954021206,0.0009444645311116
AP000879.2,-0.9934507723290884,0.0486392701985718
SHANK2-AS1,-0.809482569443348,0.0156382879646815
LINC01537,-0.9311524382568964,0.0486236408793698
UVRAG-DT,-0.6028105670176529,0.0215121642574446
RSF1-IT1,-1.0520272562798898,0.0048961169899748
AP000873.4,-0.5123354862471573,0.0412291303765562
AP001527.1,-0.7216789559198353,0.0368682273362552
AP001781.1,-0.9785823518606964,0.013948098737461
BACE1-AS,-0.5166563334985449,0.017503558565507
AP000941.1,-0.5272370041679424,0.0248807969480886
AP003392.4,-0.520432607241326,0.0456409278190132
AP000866.5,-0.6738175652690389,0.0263445656426598
LINC02422,1.062298736555741,0.0397867534229997
DDN-AS1,-0.3836929716903862,0.0253981284165606
BCDIN3D-AS1,-0.3190334432441093,0.0390621923256636
AC068987.2,-0.6118417868955703,0.0336300659338318
NR4A1AS,-1.3588021857262635,0.0222871185919383
TMEM198B,-0.3226374913788102,0.04730053781659
AC025162.2,-0.5573830079590494,0.0455892241575034
AC025423.1,-0.593419743178651,0.0450628468252532
AC078923.1,-0.7828606595289785,0.0446486245839802
AC024909.1,-0.6693193709203974,0.0281589711340057
LINC02397,1.159540666616432,0.0024109607538238
AC145423.3,-0.6299634513597928,0.0095256242315095
PPP1R26P1,-0.397089090757523,0.0301239927796431
LINC00402,1.7000114309244294,0.0008664236047832
AL137244.1,-0.4866256717943626,0.0257941910124248
AL138955.1,-0.4460691308904994,0.0253842481254746
LINC02306,-1.9534466969668944,0.0150687325742465
AL606834.1,-0.5473633280206739,0.0259197666479999
AL122035.1,-0.4496521116423433,0.0091937102153495
TCL6,1.249810091751438,0.0085800140029769
AL137786.1,-1.3395551498338518,0.0129202785830337
AL117209.1,-0.5182484005098936,0.0268463849383261
AL139300.2,-0.4426744921146161,0.04222030421595
DPH6-DT,-0.5693540872796174,0.0497739426231761
AC025430.1,-0.6178991867345579,0.0318891599829047
AC021752.1,-0.8584673039831814,0.0099603652021955
AC066613.1,0.5308677857898011,0.0049648383160095
LINC00926,0.585898700905684,0.045144414350617
AC090515.5,-0.6034918487498697,0.0416955788388825
TMEM202-AS1,-0.4490030759185662,0.029007356245114
AC060809.1,-1.084489194766249,0.0143815436724093
AC023034.1,-1.2493499707236326,0.0036792495534738
AC104041.1,-0.9586837171999943,0.0495043734952065
SNHG9,0.7621829122882909,0.0257332993417304
AC106820.4,-0.4726448545687806,0.0433911075300886
AC020663.3,-0.3347687985150765,0.0486652301475503
AC008870.2,-0.5051146028319382,0.0086370000429901
AC008731.1,-0.7152686323587059,0.0113709752498231
ZKSCAN2-DT,-0.3399386937998053,0.0248903056190767
AC138904.1,1.1676899238355416,0.013175183820988
AC009093.2,0.4854558332474373,0.0362420981981067
AC093249.2,-0.8849620979908003,0.0149264745497281
AC007599.2,-0.814016283844816,0.0183391204045785
AC007496.2,-0.627815392621925,0.0279792164160073
LINC00922,1.5688549680747668,0.0170957479815829
AC009054.2,-0.5743713754321973,0.0258918274621466
AC079414.3,-0.6043197243583049,0.0491113356297941
AC005696.3,-0.5901738745257161,0.012909858103858
AC015908.3,-0.7386572648305906,0.0336181954197426
AC127537.1,-0.5284473451332364,0.0222142796761579
CCDC144NL-AS1,0.81115750988509,0.0427768553655554
AC005899.8,-0.3395670643285906,0.0337002220344801
AC005288.1,0.6402412128104813,0.006477171364328
RARA-AS1,0.624841831746156,0.0062100150898722
LINC00910,-0.5262573555366754,0.0116291447607444
AC142472.1,-0.4423013092836784,0.0107340032746967
AC007638.2,-0.9970168196858812,0.0491533787991513
WFDC21P,-0.5753800653665783,0.0347120000275852
TBX2-AS1,-0.479734780519917,0.0430650920415208
AC007780.1,0.5619778437011733,0.0218662735761896
AC015802.4,-0.5603328994048171,0.0036070519452884
AC100788.1,-0.5735772879314635,0.0246994368069866
AC087741.1,-0.3163356649748345,0.0268989446720361
AC132872.1,-0.7171656639652753,0.0004786450898895
HEXD-IT1,-0.5977127949259363,0.0374457842873537
AP000864.1,0.8999144261544463,0.0116310485808759
AC090912.3,-1.2687782474557023,0.0095836540810774
DSCAS,-0.8079592026092878,0.0113165051785515
AC011815.1,-0.2875031233367828,0.0350826336469218
AC100778.2,-0.6074535931615761,0.0324822644917538
AC100778.3,-0.7529161233507432,0.0008911129061558
LINC01544,-0.7490266750115914,0.0350235600802167
LINC01836,-0.7358233114529845,0.0376424527647058
AC004637.1,-0.63828234246506,0.0426436311827572
AC008760.2,-0.9191060302069926,0.0289995147858322
AC008760.1,-0.473565240811319,0.0465945326586773
AC008894.1,-1.1038403908431806,0.0015201598681215
AC008764.8,-0.2433874456733949,0.0442679563752408
AC010319.4,-0.5906104476731995,0.0396463815810223
ZNF350-AS1,-0.7644172560572752,0.0334786978486867
AC011468.1,-0.5322575774668921,0.0294154442418736
AC008735.4,-0.3852084389588648,0.0380578971373575
AC008735.1,-0.7069644092425482,0.0140275290954842
EIPR1-IT1,0.6155116977268045,0.028435278689761
SILC1,1.8497454123691373,0.0465406220840047
LINC00299,0.6356055996701049,0.0345854645549858
AC012073.1,0.4826935872268513,0.0396074264279743
AL121655.1,-0.6698370490371138,0.0494706474072034
AC009229.2,-0.7283360181700005,0.0385381190694623
LINC01121,0.935669175800202,0.0239714993704694
PCBP1-AS1,-0.2651215179151265,0.0483415982861612
AC005034.5,-0.459999965481536,0.0390996028927385
AC016745.2,-0.7310901446401966,0.044850855838506
AC092652.2,0.7255247153044139,0.0218325646152011
HAGLROS,-0.9534100198793406,0.0376650331246276
LINC01116,0.9466668825554176,0.0063011893901889
LINC01117,1.1841473412753338,0.0075906981074862
AC092162.2,0.9383878515601538,0.013924422147618
AC093865.1,0.729706471215118,0.0394794061569793
AC079610.1,1.6720723579690695,0.0005725495874708
LINC00607,0.6868383960196989,0.0217309579206137
AC098820.3,-0.6287272814260393,0.0401958975772442
SCARNA6,0.6070358147801503,0.0432596288707215
SIRPG-AS1,1.2344470087248738,0.0142026596678236
AL031658.1,-0.9036335217891084,0.0387283622764733
AL354813.1,0.821086813633145,0.0355149530643613
CEBPB-AS1,-0.6363057780618011,0.0062635076568441
APCDD1L-DT,-0.9386215075166864,0.0369461769131102
CBR3-AS1,-0.5904236339449289,0.0431110061680105
DSCR9,-0.5146586904760794,0.0244744721406333
TSPEAR-AS1,-1.434144125664945,0.0004910031443601
LINC01424,-0.4848860962865814,0.00911767444436
CECR7,-0.7352999197316034,0.0216697594545653
AC007666.1,-0.7360752061331516,0.028441912390095
AC016027.2,-0.6883127010604497,0.0167936874772675
AL022322.2,-0.3406416811440258,0.033807235235032
FP325330.3,1.4891621519702982,0.0167870306712005
AL022328.3,0.3825816174311132,0.046315823218902
PRRT3-AS1,-0.694302773274078,0.003011352794074
ITGA9-AS1,-0.6221185693225737,0.0396481455264357
ACVR2B-AS1,-0.5150245308097152,0.047313254883375
VIPR1-AS1,-0.5848839966754749,0.0243908771083848
LINC02019,0.3890448135263188,0.0355872218783336
LINC00877,0.6039239018388088,0.0411942390691912
LINC00960,-0.9324166079152268,0.0043506827340191
WWTR1-IT1,-0.7244246435328775,0.045746598281923
LINC00578,1.413822194129577,0.0097907237315115
AC026355.2,2.3611101637804786,0.0002960138987629
NMRAL2P,0.8712453313832632,0.04587548491483
ACAP2-IT1,0.7643980043422003,0.0202489815166971
SDHAP1,-0.4717563502012421,0.0070389047324449
AC025539.1,0.9761695069840708,0.0149916595799586
AP002075.1,1.5906100918303692,0.0022337714758419
AC093772.1,-1.2096669004911829,0.0175389079891047
AC078850.1,1.6046323876983857,0.0074757093629124
SNHG27,1.5240218060787447,0.0407825050208251
SLC7A11-AS1,0.6435510464610245,0.0443611607314368
LINC02273,0.8554950419500534,0.0462870142314267
LINC02433,-0.8748907701007085,0.0312114760370101
WWC2-AS2,-0.5838956465631671,0.0043532719736232
AC093297.1,1.3868747062392182,0.0355853451160153
AC092343.1,0.7969225086098368,0.0464758402897222
AC025442.1,-0.4902616827910883,0.0277728480933618
LINC02058,-1.4655853628374498,0.0080567614389144
MTND4P12,-1.0009168571925875,0.036682680924138
PCDHB17P,-0.8709206193779654,0.0193254363183806
AC005618.1,-0.8790551143529937,0.0008765939799528
AC008781.3,-0.91183890601906,0.0018356943539028
AC008781.1,-0.70699564385781,0.0009845969243592
AC005753.1,-1.0049667691109918,0.0390614180821785
AC114939.1,-0.5809422844393234,0.016057755573255
SH3TC2-DT,-0.9387777156126648,0.0143279901555776
CARMN,-0.7006065616074045,0.0480291236924249
AC011337.1,-0.549475352431939,0.039285060747602
LINC01484,0.9701941998096726,0.0292189109543519
LY86-AS1,0.8319083364740089,0.0098462018616983
AL078599.2,-0.5699566327264,0.0344460085383933
LINC02532,1.6261920587020402,0.0048094479298009
REV3L-IT1,-0.6556569240340917,0.0244256168061478
LINC02518,-0.978605748069386,0.0174744627042563
SYNE1-AS1,-0.9679415238821388,0.0169538533084487
AL596442.2,-1.1327741333483956,0.0070208714461507
RNF216P1,-0.2519315133607915,0.0146619449510551
AC073332.1,-0.3779670388621827,0.0388422807296382
HOXA10-AS,-0.9970461837129324,0.0039266175882108
AC005013.1,-0.857570103103056,0.0087162396557634
AC009275.1,-0.5021325794325202,0.0392410806751281
AC246817.1,-1.7411311131321188,0.0007990153701368
FAM85B,-0.6668430761352571,0.0404390482233351
AC105001.1,-0.4799205254789537,0.0353488409623691
AC145124.1,-0.7585021208158477,0.0427859186805925
AC027117.1,-0.564866074007873,0.0324084439961188
LINC01605,0.671333154123464,0.040129794974767
AC084024.1,-0.7339017448227289,0.0450587377776649
AC022034.3,1.3959741103720456,0.0011129130151366
SNHG6,0.4714495205540616,0.0402285645549302
AC018442.2,0.503322957529435,0.0201259419772583
AC012213.2,1.0675995366888766,0.0305490926911712
AC104958.2,-0.7208955808736248,0.0364596960394965
LINC00861,0.7830813055121351,0.0234255399753149
AC011676.1,0.5443027525568647,0.0485186849634868
LURAP1L-AS1,1.0789733408182631,0.0079126532080833
FAM27E3,-0.944253207468303,0.0064296295748485
PGM5-AS1,-1.0096220595770833,0.049739179882243
AL354893.2,-0.731434302791703,0.041980264298896
AL592211.1,-0.4823506009608898,0.0258939428146875
PHKA2-AS1,-0.6343637140536568,0.0019884667895945
ZFX-AS1,-0.6895602172851082,0.0125172223276211
UXT-AS1,-0.5852833748163473,0.0134933899423063
MORF4L2-AS1,-0.4696059070255466,0.0454008051366877
AC244197.2,-0.5418879173963467,0.0477013432020706
LINC01128,-0.5221571925998738,4.836035998700389e-05
LINC00115,1.075262918360832,0.0010010488381894
AL645608.7,-1.403816797836995,0.0246118115460523
LINC01342,-2.4584005539290104,0.0013775121118086
AL390719.2,-3.425680749417032,5.509538852129982e-07
TTLL10-AS1,-1.721601355284549,0.0033371489464657
LINC01770,-1.555799197047952,0.0054183894621645
AL691432.2,-1.3927549820461758,0.0001378420963627
AL513477.2,-1.853195067833161,6.195087230432672e-07
PRDM16-DT,-2.5232014702708057,7.716364917653018e-05
AL359881.3,-3.7711579429552295,1.045594888909338e-09
AL359881.1,-3.3660563325750896,3.391550914748355e-06
RERE-AS1,0.8549766904573328,0.0218943809563546
LNCTAM34A,-1.8914681827416704,2.0822031179691505e-07
PIK3CD-AS1,2.901511175445149,0.0001806319444936
PIK3CD-AS2,-1.7030438897364075,0.0003101571425665
EXOSC10-AS1,-1.5466076951797916,0.0002620832589297
AC254633.1,-1.4997239146072687,0.0237445000132673
TMEM51-AS1,-1.5606858486859183,1.210195306807801e-05
EIF1AXP1,0.7028585166318937,0.0140542410925691
PINK1-AS,-1.0612531579292996,2.1938185752396228e-05
LINC00339,-0.5675841331251551,0.0019710384834466
SDHDP6,0.5130980888858276,0.0269593853438492
AL445490.1,2.250184414455338,0.0001441401208265
AL136115.2,1.1762118357289004,0.0358048524046174
NFYC-AS1,1.8539869820786417,1.6467996283278235e-06
AC096540.1,-1.3147301583150324,0.0012426531555912
SLC2A1-DT,-0.9537812694506334,0.0018803215130668
AL604028.1,-1.207560534027706,2.479596113392551e-05
MKNK1-AS1,0.9927294167367978,0.0015682841730375
AL109659.2,-3.3686950963914315,2.8151970901451183e-11
TTC39A-AS1,-0.9689376117407638,0.0413895826580666
AL050343.2,1.4918399235440702,0.0017669394035284
AL445183.2,-4.015575420048405,0.0006144518834843
LINC01748,4.1605938864886,6.478287121440013e-05
NFIA-AS2,-2.194502395357197,0.0038455467566342
LINC00466,1.9642003333007847,0.0222163129056469
FOXD3-AS1,1.9905359195715595,0.0073419355209054
LINC01359,-1.5750958411009686,1.7678288655975274e-05
GNG12-AS1,-1.536320085338276,0.0155919453339766
NEXN-AS1,-1.1077972160627023,0.022418564815104
LINC01781,4.521176318846028,7.909215573568897e-14
LINC01140,-1.0766507916850825,0.0261753995493891
LINC02609,-2.40758746037658,5.258052016084275e-05
AC104836.1,-1.7911812972509535,0.0003070707294835
AC092802.2,1.8436636714864472,0.0006732018538855
LINC02607,-3.5689086126925984,4.2859812829120837e-10
AC118553.1,1.2136998286578151,0.012833341893148
RTCA-AS1,1.6950587326836395,0.0009690702879074
AC093157.2,2.8286607767917222,0.0001911592407254
VAV3-AS1,2.626215854333747,0.0013343719524147
AL359258.1,3.48604213306186,6.793941882976942e-07
AL390038.1,4.398295636728281,3.755411544767175e-06
AL160006.1,-0.5398246969501294,0.00282006685789
LINC01750,-2.225317478144426,2.649930370615392e-05
AL603832.1,1.386486551912322,0.033589781949994
AL137856.1,6.422631248648081,0.0013907881620441
AP4B1-AS1,1.967060412498437,4.80364867414789e-06
AL390066.1,0.7999569196838803,0.0028587528420131
WARS2-IT1,-2.5442271951172826,8.310587118203715e-05
LINC00622,-2.139469496801598,1.873141944822588e-07
EMBP1,2.013313211754132,2.4040610953634124e-09
AC239800.2,-3.6021283372279824,2.3932344211382017e-05
AC245014.3,1.1305204376025857,0.0274172611656678
LINC00624,4.3439628671372175,5.133582549919904e-12
LINC01138,-0.83083690750138,0.0017513813492922
AC245297.3,-1.0715568115946743,6.239730104212594e-05
AC243772.2,1.8463928525262352,0.0090192400281229
ADAMTSL4-AS1,-0.8867380458618835,0.0331870401316213
AL365436.2,1.338712188389647,0.0087539739686758
AL589765.4,-1.2463792285058393,0.0214607969081602
C2CD4D-AS1,0.987732446920495,0.0026017029890996
FLG-AS1,-2.120199942117956,6.524745662402908e-07
BX470102.1,-2.367827651392341,3.4502687617966746e-06
UBE2Q1-AS1,1.4063456252294808,0.0008332429703152
DCST1-AS1,-1.851131280610248,2.7286814551680538e-08
MSTO2P,0.5959442020533919,0.0040029449978328
AL365181.3,-1.342475716887462,0.0006234355898573
LINC01133,-3.520078541817452,7.025117236016572e-06
AL121985.1,4.517184598288952,3.751067958763157e-05
AL031733.2,2.686901439683353,2.034483534292442e-06
Z97200.1,-2.879546078417864,4.711639387914054e-07
AL353708.3,1.1068303113484537,0.0183634200855787
AL353708.1,1.0647463767389302,0.0250980430608575
LAMC1-AS1,1.29249822977829,0.0228502855617052
SMG7-AS1,1.9525228243510109,0.0012296813069527
AL691482.3,-2.776330826646574,3.3813338368564503e-06
PCAT6,-1.0898248831410104,0.0092313799470315
AL512306.3,2.680512574247025,3.043223568860106e-08
HSD11B1-AS1,-1.6075156239350514,0.0009067539848015
SERTAD4-AS1,-2.134072825960714,3.129211082427372e-08
FLVCR1-DT,0.5552715394221877,0.0028598659766749
PROX1-AS1,-2.549413338496204,0.0052315513578786
LYPLAL1-AS1,-1.6296820615569378,0.0213706208094648
LINC01352,-1.2064514304422078,0.0374144567900622
AC138393.3,2.1162133142235,4.35769737618203e-05
AC099066.2,-1.461047669113114,0.0465832634636672
AL591895.1,-1.4838820357746234,1.6095816279011618e-07
IBA57-DT,-1.3405340964698895,0.0430603919635979
LINC00582,2.018271801771361,0.000675632690771
AL355472.3,-1.696069788106484,0.0004058561256975
LINC01354,-2.4635777733379043,0.0050275170139003
LINC01132,-1.448726908339452,6.225397947343822e-05
AL359921.1,2.3496974858546182,8.347721702770406e-05
CHRM3-AS2,3.0205426947134617,3.693933086609179e-07
AL591848.3,0.845615495146346,0.0255989868480698
PITRM1-AS1,1.0284790264095147,0.0006667542294431
LINC00702,-1.2197629245069057,0.0133599792453659
CALML3-AS1,-1.390655573043304,0.0269524063578989
PRKCQ-AS1,1.4604456840062645,8.185624158897647e-06
LINC02648,3.1508057906552063,7.492388092744227e-05
LINC02642,4.670511374525668,2.292638223102674e-05
AC044784.1,-1.470313104736355,0.0341112476919388
SFTA1P,-1.2623866980092673,0.0119652557758933
CELF2-AS1,2.1962601000848005,0.000115306023482
AL512631.1,3.7160510465221264,7.046705630901645e-05
PROSER2-AS1,-1.6607743431644912,0.0008612509290753
AL512770.1,0.7771988567008876,0.0062647200191178
AL157392.4,-1.970565292658756,0.0003093546484916
ST8SIA6-AS1,-2.312717378594649,5.552420756953633e-06
AC069549.1,-3.1896174328016698,3.519564211529275e-05
AL359697.1,1.2545501887724055,0.0490679576135751
WAC-AS1,-0.8606370516949455,3.571671256095492e-06
AL359532.1,-1.1407172495523,0.0358237142458915
AL158834.2,1.4018844834657034,0.0058464441852795
LINC00839,-1.76118550093875,1.5626911494558368e-05
AL137026.1,-3.0361395631046424,0.0010134701637267
TMEM72-AS1,-1.5681812176194003,0.0017722925439599
AC060234.2,3.2628513091627136,2.4398888543085252e-08
LINC01515,-1.5510487475249055,0.0032948494021855
AL513534.2,-1.0455522311502494,0.0010301940589405
PPP3CB-AS1,0.5450428713757287,0.0014368709493436
AC073389.1,1.8740817045937377,6.007591368112984e-05
AL132656.2,-0.7587540658665626,0.0230173875160756
NUTM2B-AS1,0.8141185907884392,0.0033542716390362
LINC00857,-1.3795767206935028,0.011009686353827
AL603756.1,3.103930110830687,7.619872869174609e-08
AC067750.1,-0.7765431368949213,0.0054983689475267
ADIRF-AS1,-1.2017654468482597,0.0002343924029782
NUTM2A-AS1,0.3744448754304839,0.0031058389545931
ACTA2-AS1,-1.1652392249257748,0.0043406177119668
AL157400.4,3.6734208544367526,6.216508898009857e-05
ENTPD1-AS1,0.695963838736795,0.0062761172548982
AL133215.2,1.6948070729796292,0.0009169946331229
AL121929.2,1.765318101908061,0.0008451914369191
CFAP58-DT,1.878469157433322,0.0018738773993176
ADD3-AS1,-1.93801474592596,0.0028005065727347
AL136368.1,0.7974219337280342,0.0084125924624803
AL158163.1,1.201964225229018,5.149014240043367e-06
AL157786.1,2.752688089125368,7.206355957762532e-08
AL158212.2,-1.9386107513477688,0.0007491371298806
AL391988.1,-0.5482435517479158,0.0383356540436651
EMX2OS,-1.901410836026529,0.0066867242333323
FAM53B-AS1,1.8839324865603937,0.0013349457943904
EDRF1-AS1,1.6559118156339248,0.0018282892939084
AL162274.2,-1.7808821067765837,0.0076900607465283
AC068580.3,1.3476356271743974,0.0029267206322592
AC068580.1,1.6771384915322325,0.0338688483356403
RPL26P30,-1.4109869372152637,0.0245973725711909
AC022762.2,-1.1332286769151865,0.0006173145574038
SBF2-AS1,-0.6867528662645107,0.0013981866129032
LINC00958,-3.84851367899161,0.0004040584703434
AL133330.1,1.8062343643750884,6.554755275602538e-06
AC090559.1,1.766515348203191,4.8204577205298566e-08
AP003557.1,6.681370925146083,0.0007756728101697
FAM111A-DT,0.8987782623827931,0.0041989650406354
AP002358.1,2.829155970890424,0.0012342002125366
AP000442.1,1.645467312914229,0.0008556238061926
AP003306.1,-2.7645008304344167,0.011482819054464
AP003774.2,1.8473241103371647,0.001773686470959
AP001107.4,0.7185741870896772,0.0471149296535357
AP001107.5,-2.14996797536615,0.0127107567854204
AP003419.3,-1.1647277074889244,0.0274762632678119
AP003071.4,-2.2379892916010182,0.0050566890661618
LINC01537,-3.7508800228542034,0.0001267235813672
ARAP1-AS2,1.1613665139351503,0.0004095925180063
AP002761.4,-0.7373492091136973,0.0028540924089558
AP003119.3,-0.8562963593604768,0.0118125394166256
AP000873.4,1.3962665856001493,3.252924868209085e-06
AP000786.1,2.0038151999460965,1.1888198185192013e-05
AP000851.1,-2.7685626663119614,0.0008786225395138
AP001486.2,-0.663977565289004,0.0078774000707833
AP001001.1,1.689709085570958,0.0067647883448544
AP002840.2,-1.2218903910451322,3.6909768177973e-05
BACE1-AS,-1.1434439175730362,7.857194101308407e-06
AP004609.3,-1.331573417897162,0.0006380888590071
AP003392.1,1.4550069602479625,0.0004201115316029
AC007406.5,0.5126260958179713,0.0281630995356699
AC004803.1,-0.8081338437250947,0.0148947808903112
AC005342.2,4.006572612657531,0.0003583549737978
CACNA1C-AS1,1.6062897385498665,0.0034559300424211
AC125807.2,-0.9516394300813495,0.0061217697796342
AC006206.2,7.677076696689194,0.0001597800423744
AC007848.1,6.41551935075699,0.0015456290234364
CD27-AS1,-1.094888144893902,7.752724729260866e-10
AC005840.4,1.2075800400491743,1.1251165499877342e-05
AC006064.1,3.111418226654182,2.2002304409412493e-07
AC125494.2,-0.9911613336570242,0.0369380477922203
AC018653.3,1.1599250057723545,0.0207829772000047
FAM66C,-0.5759112506044906,0.0440130923011685
AC092111.1,-1.726996209497113,5.209134531139263e-05
LINC02449,-1.4958495716553082,5.042496271650033e-05
LINC00987,-0.5580477302490029,0.0437107185319272
AC010186.3,1.155128662346091,1.2853951250391623e-05
LINC02390,6.712660539060941,0.000811566216662
LINC02446,6.575044610894463,4.3627170178263655e-24
GPRC5D-AS1,-1.6151507791211388,0.0005481971412818
AC010168.2,1.7173038045101128,0.0004461199335579
AC092828.1,-1.82729684821947,0.0025623912955796
AC023510.2,2.4630084299357704,9.000531108939513e-07
AC092794.1,-1.6140181059058285,2.84898325111214e-06
RASSF8-AS1,-1.4347451035643484,1.2620284111868368e-06
AC024145.1,-1.285577742832245,0.0036757715233765
AC022079.2,-1.8650590237806144,0.0014982500051663
AC009318.4,-1.1311368640808677,0.0222076224348098
LINC02422,5.1920036272810925,7.407227464175152e-16
AC026356.2,-0.9619330616046446,0.0001579345023954
AC084824.5,-1.6947285513047012,0.0008744782201615
LINC00938,0.619367517829383,8.169838529364035e-05
AC025031.4,1.3580463683157766,0.00324641476755
AC008035.1,-1.1114294958906326,0.0131463890419075
PCED1B-AS1,2.7119257101127223,4.757438614636115e-13
LINC02416,5.227584715344542,9.171675954927153e-14
AC024257.3,2.324287654570796,1.8170964357611755e-09
BCDIN3D-AS1,2.0650008777824707,5.881291220884444e-07
AC074032.1,-1.2046589885055738,0.0018546381625886
AC008147.2,1.017167036320214,0.021409978659449
AC068987.3,-1.1306023880955072,0.0243611440033939
NR4A1AS,-2.229939196731074,0.0007456831134523
OR7E47P,2.1831572804425696,0.0001082172339547
KRT7-AS,-3.577251738256326,9.535142763533703e-10
AC068888.2,-1.0400487198740649,0.0338869051333799
HOXC-AS3,4.179459941933626,1.5447694052289768e-10
HOXC-AS1,-2.807884565257332,0.0001923512611149
AC012531.1,1.367907716775028,5.119844514769389e-05
LINC02381,-1.2364046143507166,1.1502679007158804e-05
AC023794.6,0.8175392693887494,0.0166361421493363
SCAT2,1.6512802955873715,4.004699791973549e-05
AC079310.1,-4.482036621028082,0.0009212339333438
TMEM198B,-0.7797928522329556,0.0062623463579049
AC073896.4,-2.35664372744744,2.173844077353556e-05
AC073896.3,0.9869558644483344,0.0281392906915283
LINC02389,2.3811650490236715,0.0021711865913943
HMGA2-AS1,-2.977331303895604,0.0003039229954638
LINC02408,2.3515609199847907,0.0046646291370238
LINC02421,1.927453772409317,0.0033005679695378
IFNG-AS1,4.391604458646651,4.685038136166805e-25
LINC02384,3.0656140222747355,3.2189199804538856e-15
AC008033.3,6.6367097346689725,3.1368612774339623e-09
AC020656.2,3.611910604472736,9.678083790749268e-11
AC025569.1,1.1273410325909463,0.0020334933336032
TRHDE-AS1,-3.517634256846735,0.0004939183234588
AC027288.3,-1.639773901957569,0.0034815451306963
MKRN9P,7.320544829483826,4.136972249514283e-20
AC010201.1,-1.7430026941978205,0.0221658657569858
LINC01619,1.6919138480653104,8.858485917872893e-06
LINC02397,6.547954584190583,1.7443080835321398e-19
LINC02413,6.517684368871908,0.0014336181335905
SOCS2-AS1,-1.7638493770418466,7.29691580846053e-07
